name,appid,in_steam,type,steam_name,has_dlc,dlc,is_coming_soon,release_date
Combat Mission: Red Thunder - Battle Pack 1 - DLC,2418010.0,True,dlc,Combat Mission: Red Thunder - Battle Pack 1,False,,False,2023-06-15
ONE PIECE: PIRATE WARRIORS 4 - Character Pass 2 - DLC,2458610.0,True,dlc,ONE PIECE: PIRATE WARRIORS 4 Character Pass 2,False,,False,2023-07-23
Shadow of the Tomb Raider - Season Pass - DLC,526660.0,True,dlc,Rise of the Tomb Raider - Season Pass,False,,False,2016-01-28
Rock of Ages 3: Make & Break,1101360.0,True,game,Rock of Ages 3: Make & Break,True,"[1407700, 1407701]",False,2020-07-21
TEKKEN 7 - Season Pass 4 - DLC,1289450.0,True,dlc,TEKKEN 7 - Season Pass 4,False,,False,2020-11-09
Monster Jam Steel Titans,824280.0,True,game,Monster Jam Steel Titans,True,"[1025490, 1102670, 1102671]",False,2019-06-25
Mafia III: Definitive Edition [Mac],214950.0,True,game,Total War: ROME II - Emperor Edition,True,[311380],False,2013-09-03
Battlestar Galactica Deadlock: Modern Ships Pack - DLC,1353080.0,True,dlc,Battlestar Galactica Deadlock: Modern Ships Pack,False,,False,2020-09-24
Imperator: Rome - Heirs of Alexander Content Pack - DLC,1437660.0,True,dlc,Imperator: Rome - Heirs of Alexander Content Pack,False,,False,2021-02-16
Expeditions Conquistador,237430.0,True,game,Expeditions: Conquistador,False,,False,2013-05-30
Rise Eterna,995070.0,True,game,Rise Eterna,False,,False,2021-06-09
Synergia,1047010.0,True,game,Synergia,True,"[1376570, 1956360, 2360910]",False,2020-07-27
Watch Dogs,113400.0,True,game,APB Reloaded,False,,False,2011-12-06
Disney Toy Story Pack,597820.0,True,game,BIOMUTANT,True,"[1279750, 1549560]",False,2021-05-25
"Trolley Problem, Inc.",1582680.0,True,,,,,,null
Antioch: Scarlet Bay,1919140.0,True,game,Antioch: Scarlet Bay,False,,False,2022-11-25
"Warhammer 40,000: Gladius - Reinforcement Pack - DLC",961840.0,True,dlc,"Warhammer 40,000: Gladius - Reinforcement Pack",False,,False,2018-10-19
Nitro Kid,1709050.0,True,game,Nitro Kid,True,[2182730],False,2022-10-18
Rad Rodgers - Radical Edition,805660.0,True,game,Rad Rodgers - Radical Edition,False,,False,2018-02-21
"Warhammer 40,000: Gladius – Lord of Skulls - DLC",870540.0,True,dlc,"Warhammer 40,000: Gladius - Lord of Skulls",False,,False,null
Armored Brigade Nation Pack: Czechoslovakia - Netherlands - DLC,1427160.0,True,dlc,Armored Brigade Nation Pack: Czechoslovakia - Netherlands,False,,False,2021-02-25
SCUM: Danny Trejo Character Pack - DLC,1990860.0,True,dlc,SCUM: Danny Trejo Character Pack,False,,False,2022-06-30
Return to Mysterious Island,277110.0,True,game,Return to Mysterious Island,False,,False,2014-03-06
Assassin's Creed Rogue - Deluxe Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Vampire: The Masquerade - Coteries of New York,1096410.0,True,game,Vampire: The Masquerade - Coteries of New York,True,"[1266740, 1266750]",False,2019-12-11
Hearts of Iron 2 Complete,22130.0,True,game,Hearts of Iron 2 Complete,False,,False,2009-01-23
Point Perfect,303840.0,True,game,Point Perfect,False,,False,2014-07-17
Enola,263520.0,True,game,Enola,False,,False,2014-09-18
Vampire: The Masquerade - Coteries of New York Deluxe Edition,13808.0,True,,,,,,null
Hearts of Iron Collection III,9691.0,True,,,,,,null
Airline Tycoon 2: Gold,18524.0,True,,,,,,null
Ben 10: Power Trip,1063040.0,True,game,Ben 10: Power Trip,False,,False,2020-10-09
Avatar: The Last Airbender - Quest for Balance,1620030.0,True,game,Avatar: The Last Airbender - Quest for Balance,False,,False,2023-09-22
Himno - The Silent Melody,1079230.0,True,game,Himno - The Silent Melody,False,,False,2021-10-20
Shadows: Awakening - Necrophage's Curse - DLC,953981.0,True,dlc,Shadows: Awakening - Necrophage's Curse,False,,False,2018-12-13
Panzer Corps Gold,268400.0,True,game,Panzer Corps Gold,False,,False,2014-03-12
Disneyland Adventures,630610.0,True,,,,,,null
Kingdoms of Amalur: Re-Reckoning - Fatesworn - DLC,1278260.0,True,dlc,Kingdoms of Amalur: Re-Reckoning - Fatesworn,False,,False,2021-12-14
The Inner World,251430.0,True,game,The Inner World,True,[284040],False,2013-09-27
Double Dragon Trilogy,314150.0,True,game,Double Dragon Trilogy,False,,False,2015-01-15
Europa Universalis IV: Art of War - DLC,310031.0,True,dlc,Expansion - Europa Universalis IV: Art of War,False,,False,2014-10-30
ZHED - Puzzle Game,543040.0,True,game,ZHED - Puzzle Game,False,,False,2020-04-16
Blasphemous - 'Alloy of Sin' Character Skin - DLC,1143853.0,True,,,,,,null
Fairy Fencer F Advent Dark Force,524580.0,True,game,Fairy Fencer F Advent Dark Force,True,"[524590, 524591, 524592, 524593, 524594, 524595, 524596, 555120]",False,2017-02-14
Still Life,46480.0,True,game,Still Life,False,,False,2011-06-01
SOULCALIBUR VI: Season Pass - DLC,874360.0,True,dlc,SOULCALIBUR VI Season Pass,False,,False,2018-10-18
BlazBlue: Continuum Shift Extend,294810.0,True,game,BlazBlue: Continuum Shift Extend,True,[333460],False,2014-12-11
Astra Exodus,880750.0,True,game,Astra Exodus,False,,False,2020-01-30
PAW Patrol The Movie: Adventure City Calls,1434310.0,True,game,PAW Patrol The Movie: Adventure City Calls,False,,False,2021-08-13
DRAGON BALL XENOVERSE 2,454650.0,True,game,DRAGON BALL XENOVERSE 2,True,"[2161560, 2377310, 2161540, 1544340, 1507380, 1744080, 740141, 507510, 1108460, 740160, 740143, 740142, 739282, 739281, 508403, 508402, 508401, 508400, 508405, 740140, 953020, 1108461, 1999190, 2023140]",False,2016-10-27
Silver Chains,975470.0,True,game,Silver Chains,False,,False,2019-08-06
Broken Sword: Director's Cut,57640.0,True,game,Broken Sword: Director's Cut,True,"[564850, 580430]",False,2010-09-02
Surviving Mars: Revelation Radio Pack - DLC,1658000.0,True,dlc,Surviving Mars: Revelation Radio Pack,False,,False,2022-04-28
October Night Games,1334580.0,True,game,October Night Games,True,[1453830],False,2020-10-29
Grotesque Tactics: Evil Heroes,46450.0,True,game,Grotesque Tactics: Evil Heroes,False,,False,2010-10-15
Barn Finders: Amerykan Dream - DLC,1424060.0,True,dlc,BarnFinders: Amerykan Dream,False,,False,2021-06-22
Vampire: The Masquerade - Shadows of New York - Deluxe Edition,15992.0,True,,,,,,null
The Metronomicon - J-Punch Challenge Pack - DLC,558290.0,True,dlc,The Metronomicon - J-Punch Challenge Pack,False,,False,2016-11-29
Cities: Skylines - Shoreline Radio - DLC,1992292.0,True,dlc,Cities: Skylines - Shoreline Radio,False,,False,2022-09-14
Solar Shifter EX,363940.0,True,game,Solar Shifter EX,True,[400770],False,2015-09-11
Autonauts,979120.0,True,game,Autonauts,False,,False,2019-10-17
Two Worlds - Epic Edition,1930.0,True,game,Two Worlds Epic Edition,True,"[986290, 301210, 637030]",False,2009-04-30
Prince of Persia: The Sands of Time,464340.0,True,game,Syberia 3,True,"[625350, 673500]",False,2017-11-13
Whispering Willows,288060.0,True,game,Whispering Willows,True,[306601],False,2014-07-09
"Warhammer 40,000: Battlesector - Blood Angels Elites - DLC",1718640.0,True,dlc,"Warhammer 40,000: Battlesector - Blood Angels Elites",False,,False,2021-12-02
Project Highrise,423580.0,True,game,Project Highrise,True,"[582540, 636500, 636501, 636502, 842020]",False,2016-09-08
Crusader Kings II: The Reaper's Due Content Pack - DLC,449981.0,True,dlc,Content Pack - Crusader Kings II: The Reaper's Due,False,,False,2016-08-25
Elderand,1413660.0,True,game,Elderand,False,,False,2023-02-16
Sanctum Breach,1939810.0,True,game,Sanctum Breach: Rebirth,False,,False,2022-05-05
Splasher,446840.0,True,game,Splasher,True,[584120],False,2017-02-07
Edgar - Bokbok in Boulzac,1007830.0,True,game,Edgar - Bokbok in Boulzac,False,,False,2020-02-26
Whispers of a Machine,631570.0,True,game,Whispers of a Machine,True,[1061760],False,2019-04-17
Crusader Kings II: Horse Lords Content Pack - DLC,354331.0,True,dlc,Content Pack - Crusader Kings II: Horse Lords,False,,False,2015-07-14
RiMS - Career Starter Pack - DLC,1628252.0,True,dlc,RiMS Racing: Career Pro Starter Pack,False,,False,2021-08-19
Surviving Mars: Mars Lifestyle Radio - DLC,1657990.0,True,dlc,Surviving Mars: Mars Lifestyle Radio,False,,False,2021-09-07
Star Wars Classics Collection,31648.0,True,,,,,,null
Port Royale 4,1024650.0,True,game,Port Royale 4,True,"[1287300, 1287820, 1521130]",False,2020-09-25
NECROPOLIS: BRUTAL EDITION,384490.0,True,game,NECROPOLIS: BRUTAL EDITION,False,,False,2016-07-18
Silmaris: Dice Kingdom,1293120.0,True,game,Silmaris: Dice Kingdom,False,,False,2020-12-03
Canyon Capers,275490.0,True,game,Canyon Capers,True,[307390],False,2014-04-25
NARUTO X BORUTO Ultimate Ninja Storm Connections - ПРЕДЗАКАЗ,1020790.0,True,game,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,True,"[2542820, 2171332]",False,2023-11-16
Hello Puppets! VR,1426280.0,True,game,Hello Puppets! VR,False,,False,2020-10-22
Age of Wonders: Planetfall,718850.0,True,game,Age of Wonders: Planetfall,True,"[1078810, 1078840, 1137800, 1137801, 1137802]",False,2019-08-06
For Honor - Starter Edition,304390.0,True,,,,,,null
WRC 6 FIA World Rally Championship,458770.0,True,game,WRC 6 FIA World Rally Championship,True,"[526640, 538080]",False,2016-10-07
The Heroic Legend of Eagarlnia,1116880.0,True,game,The Heroic Legend of Eagarlnia,True,[1880400],False,2022-04-13
"Warhammer 40,000: Gladius - Relics of War",489630.0,True,game,"Warhammer 40,000: Gladius - Relics of War",True,"[2668040, 2399890, 2130960, 2006870, 1788210, 1640850, 1425820, 1330480, 1239450, 1170010, 1084820, 995860, 961840, 870540, 870530, 870550]",False,2018-07-12
Umbrella Corps - Deluxe Edition,1323470.0,True,game,GetsuFumaDen: Undying Moon,False,,False,2022-02-16
Kathy Rain: Director's Cut,1395030.0,True,game,Kathy Rain: Director's Cut,True,[1782060],False,2021-10-26
Lil Gator Game,1586800.0,True,game,Lil Gator Game,False,,False,2022-12-14
Demon Skin,1522140.0,True,game,Demon Skin,True,"[1590930, 1590960]",False,2021-04-13
Assassin's Creed: Syndicate - Season Pass - DLC,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Armored Brigade,1089840.0,True,game,Armored Brigade,True,"[1427160, 1153600, 1101590]",False,2019-10-31
ONE PUNCH MAN: A HERO NOBODY KNOWS - Character Pass - DLC,1176379.0,True,dlc,ONE PUNCH MAN: A HERO NOBODY KNOWS Character Pass,False,,False,2020-02-27
Battlestar Galactica Deadlock: The Broken Alliance - DLC,726560.0,True,dlc,Battlestar Galactica Deadlock: The Broken Alliance,False,,False,2018-05-29
Lightmatter - Full Game - DLC,1179290.0,True,dlc,Lightmatter Full Game,False,,False,2020-01-15
Panzer Corps 2: Axis Operations - 1943 - DLC,1938820.0,True,dlc,Panzer Corps 2: Axis Operations - 1943,False,,False,2022-05-26
ArcaniA,39690.0,True,game,ArcaniA,False,,False,2010-10-11
Bibots,1610500.0,True,game,Bibots,False,,False,2022-10-05
Gotham Knights,498240.0,True,game,Batman - The Telltale Series,True,[1182000],False,2016-08-02
Her Majesty's Spiffing,488770.0,True,game,Her Majesty's SPIFFING,False,,False,2016-12-07
ONE PUNCH MAN: A Hero Nobody Knows,991560.0,True,game,ONE PUNCH MAN: A HERO NOBODY KNOWS,True,"[1176379, 1176378]",False,2020-02-27
The MISSING: J.J. Macfield and the Island of Memories,842910.0,True,game,The MISSING: J.J. Macfield and the Island of Memories,False,,False,2018-10-11
Brawlout,263720.0,True,game,Brawlout,False,,False,2018-08-20
RWBY: Arrowfell,1982150.0,True,game,RWBY: Arrowfell,False,,False,2022-11-15
Battle vs Chess,211050.0,True,game,Battle vs Chess,True,"[338920, 339760, 510140]",False,2012-08-16
Cities in Motion: St. Petersburg - DLC,206716.0,True,dlc,Cities in Motion: St. Petersburg,False,,False,2012-07-26
Delta Force 2,32630.0,True,game,Delta Force 2,False,,False,2009-06-18
Wooden Sen’SeY,259830.0,True,game,Wooden Sen'SeY,True,[273700],False,2013-12-05
Bridge Project,232950.0,True,game,Bridge Project,False,,False,2013-03-28
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 4 - DLC,1090165.0,True,dlc,NARUTO TO BORUTO: SHINOBI STRIKER Season Pass 4,False,,False,2021-06-24
Crusader Kings II: Charlemagne - DLC,292982.0,True,dlc,Expansion - Crusader Kings II: Charlemagne,False,,False,2014-10-14
Marooners,423810.0,True,game,Marooners,False,,False,2016-09-15
Far Cry 4,1418980.0,True,dlc,Medieval Dynasty - Digital Supporter Pack,False,,False,2020-09-17
MONSTER HUNTER: WORLD: Iceborne - Master Deluxe Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Sudden Strike 4 Complete Collection,10322.0,True,,,,,,null
OctaFight,1196690.0,True,game,OctaFight,False,,False,2020-04-07
Act of War: Direct Action,2710.0,True,game,Act of War: Direct Action,False,,False,2008-03-12
Bee Simulator,914750.0,True,game,Bee Simulator,False,,False,2020-11-17
Super Lucky's Tale,847360.0,True,game,Super Lucky's Tale,False,,False,2018-09-14
Victoria II: A House Divided - DLC,42968.0,True,dlc,Victoria II: A House Divided,False,,False,2012-02-02
"STAY COOL, KOBAYASHI-SAN!: A RIVER CITY RANSOM STORY",836590.0,True,game,"STAY COOL, KOBAYASHI-SAN!: A RIVER CITY RANSOM STORY",False,,False,2019-11-06
Cyberdimension Neptunia: 4 Goddesses Online,632350.0,True,game,Cyberdimension Neptunia: 4 Goddesses Online,True,"[730720, 1046081, 1046083, 1046085, 1046086, 1046087, 1046088, 1046089, 1046091]",False,2018-02-27
Airline Tycoon Deluxe,331920.0,True,game,Airline Tycoon Deluxe,False,,False,2014-11-14
Hearts of Iron IV: Axis Armor Pack - DLC,1086480.0,True,dlc,Hearts of Iron IV: Axis Armor Pack,False,,False,2019-04-18
Sigma Theory: Brazil - Additional Nation - DLC,1313010.0,True,dlc,Sigma Theory: Brazil - Additional Nation,False,,False,2020-06-25
River City Saga: Three Kingdoms,1013220.0,True,game,River City Saga: Three Kingdoms,False,,False,2022-07-20
Steel Rats,619700.0,True,game,Steel Rats™,True,"[969100, 969110]",False,2018-11-07
Buissons,1151930.0,True,game,Buissons,False,,False,2021-02-02
War Mongrels,1101790.0,True,game,War Mongrels,True,[1788010],False,2021-10-19
"Warhammer 40,000: Gladius - Fortification Pack - DLC",1170010.0,True,dlc,"Warhammer 40,000: Gladius - Fortification Pack",False,,False,2019-10-17
Cobra Kai 2: Dojos Rising,1681870.0,True,game,Cobra Kai 2: Dojos Rising,True,[2155150],False,2022-11-08
BATTLETECH - Mercenary Collection,20974.0,True,,,,,,null
The Lord of the Rings: Gollum™,1265780.0,True,game,The Lord of the Rings: Gollum™,True,"[2374450, 2374460, 2374461, 2374462, 2374463]",False,2023-05-25
Mighty No. 9,1184370.0,True,game,Pathfinder: Wrath of the Righteous - Enhanced Edition,True,"[2145870, 1694801, 2564570, 1694800, 2266770, 1889980, 1889981, 2064590, 1816820, 1816821, 1849470, 1882540]",False,2021-09-02
APEX LEGENDS: LOBA EDITION - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Giana Sisters 2D,350770.0,True,game,Giana Sisters 2D,False,,False,2015-10-23
Nickelodeon Kart Racers 3: Slime Speedway,1620040.0,True,game,Nickelodeon Kart Racers 3: Slime Speedway,True,[1938920],False,2022-10-14
Cities: Skylines - World Tour Bundle 2 - DLC,30910.0,True,,,,,,null
"Warhammer 40,000: Sanctus Reach - Horrors of the Warp - DLC",841150.0,True,dlc,"Warhammer 40,000: Sanctus Reach - Horrors of the Warp",False,,False,2018-05-24
GUILTY GEAR XX ACCENT CORE PLUS R,348550.0,True,game,GUILTY GEAR XX ACCENT CORE PLUS R,False,,False,2015-05-26
Pro Cycling Manager 2019,936140.0,True,game,Pro Cycling Manager 2019,False,,False,2019-06-27
Broken Sword 3: The Sleeping Dragon,33610.0,True,game,Broken Sword 3 - the Sleeping Dragon,True,[565810],False,2009-12-02
Atomicrops - Deluxe Edition,16073.0,True,,,,,,null
Golf With Your Friends,2591390.0,True,dlc,Golf With Your Friends - Headbangers Hat,False,,False,2023-11-02
Surviving the Aftermath: Ultimate Colony Upgrade - DLC,2085790.0,True,game,Mutant Meltdown,False,,False,2022-09-09
SoulCalibur VI,544750.0,True,game,SOULCALIBUR VI,True,"[1162208, 1162200, 1162201, 1162202, 1162203, 1162204, 1162205, 1162206, 1162207, 874360, 874342, 874343, 874340, 874341, 874344, 874345]",False,2018-10-18
Wicce,465130.0,True,game,Wicce,True,[1607230],False,2016-05-04
LEGO® DC Super-Villains - Deluxe Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Gladiator Guild Manager,1043260.0,True,game,Gladiator Guild Manager,False,,False,2021-10-13
SteamWorld Quest: Hand of Gilgamech,804010.0,True,game,SteamWorld Quest: Hand of Gilgamech,True,[1085590],False,2019-05-31
Momonga Pinball Adventures,491560.0,True,game,Momonga Pinball Adventures,False,,False,2016-09-16
Assassin’s Creed: Freedom Cry,369190.0,True,game,Shoot 'Em Up Kit,False,,False,2015-06-05
Brain Marmelade,1361190.0,True,game,Brain Marmelade,False,,False,2020-07-14
STAR WARS BATTLEFRONT II,31648.0,True,,,,,,null
Dying Light - Vintage Gunslinger Bundle - DLC,748341.0,True,dlc,Dying Light - Vintage Gunslinger Bundle,False,,False,2017-12-19
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Road to Boruto Expansion - DLC,2597.0,True,,,,,,null
OUTBUDDIES,1083310.0,True,game,OUTBUDDIES DX,False,,False,2019-10-15
BATTLETECH - Heavy Metal - DLC,1151170.0,True,dlc,BATTLETECH Heavy Metal,False,,False,2019-11-21
Pillars of Eternity - The White March Part II - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Hunting Simulator,585080.0,True,game,Hunting Simulator,True,[636440],False,2017-06-09
Way of the Hunter - Elite Edition,1392840.0,True,dlc,RimWorld - Ideology,False,,False,2021-07-20
LEGO® The Incredibles,746560.0,True,game,Gadgeteer,False,,False,2020-08-27
Imperator: Rome,859580.0,True,game,Imperator: Rome,True,"[1437660, 1016080, 1173860, 1252870, 978951]",False,2019-04-25
MX vs ATV Legends,1205970.0,True,game,MX vs ATV Legends,True,"[1979071, 2438710, 2487894, 2487893, 2487891, 2487895, 2487890, 2487901, 1949660, 2357890, 1979073, 1979074, 1979075, 1979090, 1979092, 1979091, 1979093, 1979070, 1979072, 2021800]",False,2022-06-28
Defend the Rook: Tactical Tower Defense,1084600.0,True,game,My Time at Sandrock,True,"[2595620, 2595710, 2595720, 2181528, 2595600, 2595610, 1720400, 2181522, 2595730, 2595740, 2595750, 2595760, 2622210]",False,2023-11-02
Kana Quest,725850.0,True,game,Kana Quest,True,[1264150],False,2020-03-12
Crusader Kings II: Byzantine Unit Pack - DLC,210896.0,True,dlc,Crusader Kings II: Byzantine Unit Pack,False,,False,2012-10-16
Tails Noir: Artifact Edition,21252.0,True,,,,,,null
DARK - Cult of the Dead - DLC,249170.0,True,dlc,DARK - Cult of the Dead DLC,False,,False,2013-12-05
Before We Leave,1086940.0,True,game,Baldur's Gate 3,True,[2378500],False,2023-08-03
Cities: Skylines - Deluxe Upgrade Pack - DLC,346791.0,True,dlc,Cities: Skylines - Deluxe Edition Upgrade Pack,False,,False,2015-03-01
Blitzkrieg 3,235380.0,True,game,Blitzkrieg 3,True,[366650],False,2017-06-02
Big Crown®: Showdown,793360.0,True,game,Big Crown®: Showdown,True,"[1004820, 1005040]",False,2018-12-14
Gal*Gun Returns,1425730.0,True,game,Gal*Gun Returns,False,,False,2021-02-12
Conan Exiles: The Savage Frontier Pack - DLC,919390.0,True,dlc,Conan Exiles - The Savage Frontier Pack,False,,False,2018-09-18
Algo Bot,286300.0,True,game,Algo Bot,True,[799710],False,2018-02-14
Gigapocalypse,1543240.0,True,game,Gigapocalypse,False,,False,2021-11-12
Space Robinson: Hardcore Roguelike Action,953870.0,True,game,Space Robinson: Hardcore Roguelike Action,True,[1173570],False,2019-10-07
