name,appid,in_steam,type,steam_name,has_dlc,dlc,is_coming_soon,release_date
Golazo! Soccer League,1431040.0,True,game,Golazo! Soccer League,False,,False,2020-11-02
Shantae and the Pirate's Curse,345820.0,True,game,Shantae and the Pirate's Curse,False,,False,2015-04-23
Skelittle: A Giant Party!,916960.0,True,game,Skelittle: A Giant Party!!,False,,False,2019-11-28
Streets of Red: Devil's Dare Deluxe,946650.0,True,game,Streets of Red : Devil's Dare Deluxe,False,,False,2019-02-22
Dungeons 3,493900.0,True,game,Dungeons 3,True,"[1241450, 711172, 711680, 711681, 824610, 975360, 1049940, 1198940]",False,2017-10-13
Field of Glory II,660160.0,True,game,Field of Glory II,True,"[2110620, 1004260, 876360, 801920, 754790, 737740]",False,2017-10-12
Pro Cycling Manager 2021,1453850.0,True,game,Pro Cycling Manager 2021,False,,False,2021-06-03
Delta Force: Black Hawk Down,32680.0,True,game,Delta Force — Black Hawk Down: Team Sabre,False,,False,2009-06-18
Surviving the Aftermath,684450.0,True,game,Surviving the Aftermath,True,"[1803782, 2146190, 1803780, 1803781]",False,2021-11-16
Dracula 2: The Last Sanctuary,289820.0,True,game,Dracula 2: The Last Sanctuary,False,,False,2014-04-17
DJMAX RESPECT V - ESTIMATE PACK - DLC,1664550.0,True,dlc,DJMAX RESPECT V - ESTIMATE PACK,False,,False,2021-07-21
Cities: Skylines - Content Creator Pack: Art Deco - DLC,515190.0,True,dlc,Cities: Skylines - Content Creator Pack: Art Deco,False,,False,2016-09-01
Hindsight,1122700.0,True,game,Hindsight,True,[2107360],False,2022-08-04
Neptunia x SENRAN KAGURA: Ninja Wars,1836860.0,True,game,Neptunia x SENRAN KAGURA: Ninja Wars,False,,False,2022-05-11
Jagged Alliance: Rage!,463170.0,True,game,Jagged Alliance: Rage!,False,,False,2018-12-06
Cities in Motion 2,225420.0,True,game,Cities in Motion 2,True,"[283530, 225434, 225432, 225431, 225430, 225426, 225424, 225428, 225429, 306170, 306171, 310050]",False,2013-04-02
Through the Darkest of Times,1003090.0,True,game,Through the Darkest of Times,False,,False,2020-01-30
GUILTY GEAR 2 -OVERTURE-,437000.0,True,game,GUILTY GEAR 2 -OVERTURE-,False,,False,2016-03-31
ASSAULT GUNNERS HD EDITION,751340.0,True,game,ASSAULT GUNNERS HD EDITION,True,[774761],False,2018-03-20
Port Royale 3: Harbour Master - DLC,215970.0,True,dlc,Port Royale 3: Harbour Master DLC,False,,False,2012-10-16
Solar Ash,1867530.0,True,game,Solar Ash,True,[2237530],False,2022-12-08
Blue Fire,1220150.0,True,game,Blue Fire,True,"[1546020, 1803520]",False,2021-02-04
SlavicPunk: Oldtimer,1820140.0,True,game,SlavicPunk: Oldtimer,True,[2485450],False,2023-06-28
Railway Empire 2 - Deluxe Edition,2195610.0,True,dlc,Transport Fever 2: Deluxe Upgrade Pack,False,,False,2023-03-09
God of Light: Remastered,711130.0,True,game,God of Light: Remastered,True,[748080],False,2017-11-08
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,4308.0,True,,,,,,null
Mercenaries - 4th Generation Warfare - DLC,2104800.0,True,dlc,Mercenaries - 4th Generation Warfare,False,,False,2022-09-08
Men of War: Collector's Pack,64013.0,True,dlc,Men of War: Assault Squad - Skirmish Pack,False,,False,2011-07-21
"Magicka 2: Ice, Death and Fury - DLC",414651.0,True,dlc,"Magicka 2: Ice, Death and Fury",False,,False,2015-12-15
Don't Disturb,501840.0,True,game,Don't Disturb,False,,False,2016-09-01
The Shape of Things,1853410.0,True,game,The Shape of Things,True,"[2397220, 2506380]",False,2023-05-26
Digimon World: Next Order,1530160.0,True,game,Digimon World: Next Order,False,,False,2023-02-21
TRISTOY,303260.0,True,game,TRISTOY,False,,False,2015-01-15
Roguebook - Deluxe Edition,21277.0,True,,,,,,null
DRAGON QUEST XI: Echoes of an Elusive Age,1295510.0,True,game,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,False,,False,2020-12-04
Disney's Hercules,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Street Fighter 6 - Ultimate Edition,1778820.0,True,game,TEKKEN 8,False,,True,2024-01-25
Disciples III - Resurrection,10270.0,True,game,Disciples III: Reincarnation,False,,False,2014-02-14
Project Temporality,290320.0,True,game,Project Temporality,False,,False,2014-05-18
Project Highrise Architect's Edition,975370.0,True,game,Dwarf Fortress,True,[2232370],False,2022-12-06
TEKKEN 8 - Ultimate Edition - ПРЕДЗАКАЗ,1778820.0,True,game,TEKKEN 8,False,,True,2024-01-25
Yu-Gi-Oh! 5D’s For the Future - DLC,523502.0,True,dlc,Yu-Gi-Oh! 5D’s For the Future,False,,False,2016-12-07
Iris and the Giant: Card Deck Roguelike,2539880.0,True,game,C.A.R.D.S. RPG: The Misty Battlefield,False,,True,null
CODE VEIN - Season Pass - DLC,773991.0,True,dlc,CODE VEIN - Season Pass,False,,False,2019-09-26
Phantom Doctrine,559100.0,True,game,Phantom Doctrine,True,"[907540, 969920]",False,2018-08-14
DJMAX RESPECT V - V EXTENSION III PACK - DLC,2164540.0,True,dlc,DJMAX RESPECT V - V EXTENSION III PACK,False,,False,2022-11-15
Pride Run,848330.0,True,game,Pride Run,True,[1180350],False,2019-10-11
The Artful Escape,1122680.0,True,game,The Artful Escape,True,[1744410],False,2021-09-09
Lethal VR,963930.0,True,game,Contractors,False,,False,2018-12-14
Genesis Rising,3230.0,True,game,Genesis Rising,False,,False,2007-08-06
Thunder Wolves,232970.0,True,game,Thunder Wolves,False,,False,2013-05-15
Golazo! 2,1499700.0,True,game,Golazo! 2,True,[2192360],False,2022-08-31
GONNER2,1117670.0,True,game,GONNER2,True,[1419810],False,2020-10-21
Crusader Kings Complete,204940.0,True,game,Crusader Kings Complete,False,,False,2012-02-14
SOULCALIBUR VI: Deluxe Edition,1666.0,True,,,,,,null
Crowntakers,294370.0,True,game,Crowntakers,True,[352560],False,2014-11-07
Black Mirror III,286480.0,True,game,Black Mirror III,False,,False,2014-04-03
Kredolis,1602110.0,True,game,Kredolis,False,,False,2022-09-27
Dark Fall 2: Lights Out,260710.0,True,game,Dark Fall 2: Lights Out,False,,False,2013-12-03
Bear With Me Bundle,2758.0,True,,,,,,null
Enslaved: Odyssey to the West - Premium Edition,245280.0,True,game,ENSLAVED™: Odyssey to the West™ Premium Edition,False,,False,2013-10-24
Knights of Pen and Paper 2,310060.0,True,game,Knights of Pen and Paper 2,True,[420640],False,2015-10-20
"STAR WARS™ Battlefront (Classic, 2004)",1058020.0,True,,,,,,null
Destiny 2: The Witch Queen - Deluxe Edition - DLC,24534.0,True,,,,,,null
Magicka Collection,15027.0,True,,,,,,null
City of Gangsters: The English Outfit - DLC,1968895.0,True,dlc,City of Gangsters: The English Outfit,False,,False,2022-06-15
Recon Control,1491510.0,True,game,Recon Control,True,[1881220],False,2021-11-04
LEGO® Star Wars™: The Force Awakens,2357271.0,True,dlc,Pinball FX - Star Wars™ Pinball:  The Force Awakens Pack,False,,False,2023-04-13
Railroad Pioneer,306490.0,True,game,Railroad Pioneer,False,,False,2014-07-01
Ugly,1983220.0,True,game,Ugly,False,,False,2023-09-13
Diluvion: Resubmerged,446790.0,True,game,Diluvion: Resubmerged,True,"[577600, 577610, 578020, 578030, 578380]",False,2017-02-02
Valiant Hearts: The Great War,2447590.0,True,dlc,Call to Arms - Gates of Hell: Liberation,False,,False,2023-11-29
Rhythm Sprout: Sick Beats & Bad Sweets,1475840.0,True,game,Rhythm Sprout: Sick Beats & Bad Sweets,True,[2294270],False,2023-02-01
NORCO - Original Soundtrack - DLC,1919980.0,True,music,NORCO Original Soundtrack,False,,False,2022-03-24
NORCO - Original Soundtrack - DLC,1919980.0,True,music,NORCO Original Soundtrack,False,,False,2022-03-24
Dynopunk,1596730.0,True,game,Dynopunk,True,[2457090],False,2023-05-25
KeyWe,1242980.0,True,game,KeyWe,True,"[1873760, 1728650]",False,2021-08-31
Knights of Pen and Paper 2 - Deluxiest Edition,310060.0,True,game,Knights of Pen and Paper 2,True,[420640],False,2015-10-20
Just Cause Collection,1304930.0,True,game,The Outlast Trials,False,,False,2023-05-18
Destiny 2: The Witch Queen - DLC,899310.0,True,game,Iron Danger,True,"[1130870, 1130871, 1130872]",False,2020-03-25
Secret Government,946990.0,True,game,Secret Government,True,"[1847360, 1847370]",False,2021-04-15
We Love Katamari REROLL+ Royal Reverie Special Edition,1730700.0,True,game,We Love Katamari REROLL+ Royal Reverie,True,[2261972],False,2023-06-01
The Crew 2,646910.0,True,,,,,,null
Cold Fear,1304930.0,True,game,The Outlast Trials,False,,False,2023-05-18
"Please, Don’t Touch Anything",354240.0,True,game,"Please, Don’t Touch Anything",True,[357800],False,2015-03-26
City of Gangsters: The Irish Outfit - DLC,1968894.0,True,dlc,City of Gangsters: The Irish Outfit,False,,False,2022-06-15
Delta Force: Xtreme 2,32610.0,True,game,Delta Force Xtreme 2,False,,False,2009-06-18
Angelo Skate Away,756680.0,True,game,Angelo Skate Away,False,,False,2018-01-26
HELLDIVERS™ 2 - Super Citizen Edition - ПРЕДЗАКАЗ,2514130.0,True,dlc,HELLDIVERS™ 2 - Upgrade to Super Citizen Edition,False,,True,2024-02-08
Tom Clancy's Rainbow Six: Siege - Operator Edition Y7,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Merchants of Kaidan,294020.0,True,game,Merchants of Kaidan,False,,False,2014-11-10
Melty Blood Actress Again Current Code,411370.0,True,game,Melty Blood Actress Again Current Code,False,,False,2016-04-19
9 Years of Shadows,1402120.0,True,game,9 Years of Shadows,False,,False,2023-03-27
Classic Fun Collection 5 in 1,431300.0,True,game,Classic Fun Collection 5 in 1,False,,False,2016-04-29
Katamari Damacy REROLL,848350.0,True,game,Katamari Damacy REROLL,False,,False,2018-12-06
Mystic Pillars: A Story-Based Puzzle Game,1197030.0,True,game,Mystic Pillars: A Story-Based Puzzle Game,False,,False,2020-03-04
Vandals,809240.0,True,game,Vandals,False,,False,2018-04-12
Tropico 4: Apocalypse - DLC,205636.0,True,dlc,Tropico 4: Apocalypse,False,,False,2013-10-17
King of Dragon Pass,352220.0,True,game,King of Dragon Pass,True,[1738900],False,2015-07-28
Lost Eidolons,1580520.0,True,game,Lost Eidolons,True,"[2162240, 2162250]",False,2022-10-13
Record Of Agarest War Mariage,740550.0,True,game,Record of Agarest War Mariage,True,[1015490],False,2019-01-31
Zombieland Double Tap - Road Trip,995430.0,True,game,Zombieland: Double Tap - Road Trip,False,,False,2019-10-15
Guts and Glory,537340.0,True,game,Guts and Glory,True,[889440],False,2018-07-19
Fred3ric,1269030.0,True,game,Fred3ric,False,,False,2020-09-21
"Northgard - Svardilfari, Clan of the Horse - DLC",1036760.0,True,dlc,"Northgard - Svardilfari, Clan of the Horse",False,,False,2019-04-23
Black & White Bushido,404050.0,True,game,Black & White Bushido,False,,False,2015-10-02
ACE COMBAT 7: SKIES UNKNOWN - Deluxe Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
FIFA 22,1506830.0,True,game,FIFA 22,False,,False,2021-10-01
Tribes of Midgard,858820.0,True,game,Tribes of Midgard,True,"[1663080, 1669720, 2377550]",False,2021-07-27
Planet Zoo: South America Pack - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Academia: School Simulator,672630.0,True,game,Academia : School Simulator,False,,False,2021-01-28
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 5 - DLC,1983245.0,True,dlc,NARUTO TO BORUTO: SHINOBI STRIKER Season Pass 5,False,,False,2022-06-09
Everdream Valley,1403650.0,True,game,Everdream Valley,True,"[2464340, 2488400]",False,2023-05-30
Townsmen VR,749960.0,True,game,Townsmen VR,False,,False,2022-03-24
Silent Night - A Christmas Delivery,1630740.0,True,game,Silent Night - A Christmas Delivery,False,,False,2021-12-01
The Textorcist: The Story of Ray Bibbia,940680.0,True,game,The Textorcist: The Story of Ray Bibbia,True,"[1029810, 1906170, 1918940]",False,2019-02-14
Surviving Mars - Deluxe Edition,801710.0,True,dlc,Surviving Mars: Deluxe Upgrade Pack,False,,False,2018-03-15
Out of Line,1419290.0,True,game,Out of Line,False,,False,2021-06-23
Melvor Idle,1267910.0,True,game,Melvor Idle,True,"[2055140, 2492940]",False,2021-11-18
Batman: Arkham Knight - Season Pass - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
DRAGON BALL FIGHTERZ - FighterZ Pass 3 - DLC,1248434.0,True,dlc,DRAGON BALL FIGHTERZ - FighterZ Pass 3,False,,False,2020-02-25
Nantucket,621220.0,True,game,Nantucket,True,"[963260, 1084060]",False,2018-01-18
DJMAX RESPECT V - EZ2ON PACK - DLC,2307470.0,True,dlc,DJMAX RESPECT V - EZ2ON PACK,False,,False,2023-02-22
Afterimage,1701520.0,True,game,Afterimage,True,"[2389750, 2389760]",False,2023-04-24
Watch Dogs 2,427730.0,True,game,Who's Your Daddy?!,True,[1229040],False,2016-05-13
Knights of Pen and Paper +1 Deluxier Edition,231740.0,True,game,Knights of Pen and Paper +1 Edition,True,[324250],False,2013-06-18
NAMCO MUSEUM ARCHIVES Volume 1,1250250.0,True,game,NAMCO MUSEUM ARCHIVES Vol 1,False,,False,2020-06-17
Nickelodeon All-Star Brawl - Hugh Neutron Brawler Pack - DLC,1967790.0,True,dlc,Nickelodeon All-Star Brawl - Hugh Neutron Brawler Pack,False,,False,2022-08-05
SuchArt: Genius Artist Simulator,1293180.0,True,game,SuchArt: Genius Artist Simulator,True,"[1514860, 2478320]",False,2022-10-13
Re-Legion,782140.0,True,game,Re-Legion,True,"[1021900, 1021901]",False,2019-01-31
Ogre,517780.0,True,game,Ogre,True,[677090],False,2017-10-05
Infinite Air with Mark McMorris,1003490.0,True,game,cat notebook,False,,False,2019-02-01
P?querette Down the Bunburrows,1628610.0,True,game,Paquerette Down the Bunburrows,True,"[2373510, 2498500]",False,2023-08-02
Deck of Ashes,1016730.0,True,game,Deck of Ashes,True,"[1684600, 1066120, 1066121, 1066122, 1155280]",False,2020-06-09
Surviving Mars: Project Laika - DLC,1042360.0,True,dlc,Surviving Mars: Project Laika,False,,False,2019-05-16
Train Valley 2: Workshop Gems – Emerald - DLC,2098232.0,True,dlc,Train Valley 2: Workshop Gems - Emerald,False,,False,2022-11-16
Achtung! Cthulhu Tactics,874460.0,True,game,Achtung! Cthulhu Tactics,True,[954730],False,2018-10-04
Project Highrise: Las Vegas - DLC,582540.0,True,dlc,Project Highrise: Las Vegas,False,,False,2017-04-13
METAL SLUG 3,250180.0,True,game,METAL SLUG 3,False,,False,2014-02-14
SCUM: Female Hair Pack - DLC,2321800.0,True,dlc,SCUM Female Hair Pack,False,,False,2023-05-11
Siegecraft Commander,405340.0,True,game,Siegecraft Commander,False,,False,2017-01-16
Dungeons 3 - A Multitude of Maps - DLC,1198940.0,True,dlc,Dungeons 3 - A Multitude of Maps,False,,False,2020-02-21
Far Cry Primal - Apex Edition,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Hello Neighbor VR: Search and Rescue,2206320.0,True,game,Hello Neighbor VR: Search and Rescue,False,,False,2023-05-25
Werewolf: The Apocalypse - Earthblood Champion Of Gaia Edition,23615.0,True,,,,,,null
Age of Wonders II: The Wizard's Throne,61510.0,True,game,Age of Wonders II: The Wizard's Throne,False,,False,2010-10-18
Indiana Jones® and the Infernal Machine™,2328760.0,True,game,Pinball FX,True,"[2677530, 2677500, 2677510, 2677520, 2590200, 2500340, 2452710, 2452711, 2351807, 2351844, 2351845, 2351809, 2351804, 2351806, 2351802, 2351940, 2351798, 2351941, 2351842, 2351795, 2351796, 2351799, 2351803, 2351805, 2351808, 2351840, 2351841, 2351794, 2357270, 2351792, 2351793, 2357271, 2357272, 2357273, 2357274, 2357275, 2357276, 2357277, 2357278, 2357279, 2357320, 2357321, 2370400, 2370401, 2370402, 2370405, 2370406, 2370407, 2370408, 2370409, 2370410, 2384910, 2384911, 2384912]",False,2023-04-13
Worms W.M.D,886950.0,True,game,Roman The Worm,False,,False,2018-07-17
TRANSFORMERS: BATTLEGROUNDS,1177000.0,True,game,TRANSFORMERS: BATTLEGROUNDS,True,"[1315400, 1315510, 1315520, 1315540, 1315550, 1315560, 1315580]",False,2020-10-22
Frederic: Resurrection of Music Director's Cut,453100.0,True,game,Frederic: Resurrection of Music Director's Cut,True,[469050],False,2016-04-21
Magicka 2 - Deluxe Edition,2904.0,True,,,,,,null
Dub Dash,406940.0,True,game,Dub Dash,False,,False,2016-02-16
Kingdom Come: Deliverance – From the Ashes - DLC,955900.0,True,game,Amazing Cultivation Simulator,True,"[1701600, 1446730]",False,2020-11-24
Stalcraft - Новичок: Боец (перс.) - DLC,,False,,,,,,null
Project Cars 2 Deluxe Edition,25013.0,True,,,,,,null
ACE COMBAT™ 7: SKIES UNKNOWN – TOP GUN: Maverick Aircraft Set - DLC,1966880.0,True,dlc,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -,False,,False,2022-05-25
Cities in Motion: German Cities - DLC,73185.0,True,dlc,Cities in Motion: German Cities,False,,False,2011-09-14
Arcade Classics Anniversary Collection,1018000.0,True,game,Anniversary Collection Arcade Classics,False,,False,2019-04-18
Disney Classic Games: Aladdin and The Lion King,1941410.0,True,game,The Cub,False,,True,null
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,222420.0,True,game,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,True,[1827090],False,2014-12-16
Time Rift: Escape From Speedjail,2155770.0,True,game,THE MULLER-POWELL PRINCIPLE,False,,False,2023-11-29
"Warhammer 40,000: Battlesector - Sisters of Battle - DLC",2011980.0,True,dlc,"Warhammer 40,000: Battlesector - Sisters of Battle",False,,False,2022-12-13
Trillion: God of Destruction,451780.0,True,game,Trillion: God of Destruction,True,[543470],False,2016-11-07
BlazBlue Centralfiction - Additional Playable Character JUBEI - DLC,708880.0,True,dlc,BlazBlue Centralfiction - Additional Playable Character JUBEI,False,,False,2017-09-13
Megadimension Neptunia VII,460120.0,True,game,Megadimension Neptunia VII,True,"[476860, 476861, 476862, 476863, 476864, 476865, 476866, 476867, 476868, 476870, 476871, 488340]",False,2016-07-05
Blasphemous,774361.0,True,game,Blasphemous,True,"[1143850, 1143851, 1143853, 1143852]",False,2019-09-10
Hakuoki: Edo Blossoms,733340.0,True,game,Hakuoki: Edo Blossoms,True,"[774521, 785900]",False,2018-03-13
Dungeons: Into the Dark - DLC,57655.0,True,dlc,Dungeons - Into the Dark,False,,False,2011-04-11
Delta Force: Xtreme,32660.0,True,game,Delta Force: Xtreme,False,,False,2009-06-18
Galaxy Warfighter,1243100.0,True,game,Galaxy Warfighter,False,,False,2020-04-16
Sword Art Online: Hollow Realization – Deluxe Edition,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Trafficker - 4th Generation Warfare - DLC,2160770.0,True,dlc,Trafficker - 4th Generation Warfare,False,,False,2022-10-06
The Mystery of the Druids,343000.0,True,game,The Mystery of the Druids,False,,False,2015-04-07
The Curse of Monkey Island,1777060.0,True,game,The Curse Of Grimsey Island,False,,True,null
Tengami,299680.0,True,game,Tengami,False,,False,2015-01-15
Rule the Waves 3,2008100.0,True,game,Rule the Waves 3,False,,False,2023-05-18
Ozymandias - Indonesia - DLC,1768280.0,True,game,Ozymandias: Bronze Age Empire Sim,True,"[2057785, 2057783, 2057784, 2057781, 2057782, 2057780, 2226120, 2193560]",False,2022-10-11
Nobody Saves the World,1432050.0,True,game,Nobody Saves the World,True,"[1837560, 1951590]",False,2022-01-18
Combat Mission Black Sea - Battle Pack 1 - DLC,1502390.0,True,dlc,Combat Mission Black Sea - Battle Pack 1,False,,False,2021-01-21
Tunche,887450.0,True,game,Tunche,True,[1789240],False,2021-11-02
Along The Edge,504390.0,True,game,Along the Edge,False,,False,2016-10-12
Dying Light - Classified Operation Bundle - DLC,1021790.0,True,dlc,Arma 3 Contact,False,,False,2019-07-25
Black Mirror I,292930.0,True,game,Black Mirror I,False,,False,2014-06-17
Men of War: Assault Squad 2 - Iron Fist - DLC,327130.0,True,dlc,Men of War: Assault Squad 2 - Iron Fist,False,,False,2015-02-19
SNK 40th ANNIVERSARY COLLECTION,865940.0,True,game,SNK 40th ANNIVERSARY COLLECTION,False,,False,2019-06-07
Europa Universalis IV - Digital Extreme Edition Upgrade Pack - DLC,625171.0,True,dlc,Europa Universalis IV: Digital Extreme Edition Upgrade Pack,False,,False,2013-08-13
Tom Clancy's Rainbow Six: Vegas II,15120.0,True,game,Tom Clancy's Rainbow Six® Vegas 2,False,,False,2008-04-16
ChromaGun,408650.0,True,game,ChromaGun,False,,False,2016-02-16
Tales of Arise - Beyond the Dawn - Ultimate Edition - ПРЕДЗАКАЗ,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Moo Lander,1080040.0,True,game,Moo Lander,False,,False,2022-05-26
Blackwind,1567520.0,True,game,Blackwind,False,,False,2022-01-19
Grand Ages: Rome - Reign of Augustus - DLC,23455.0,True,game,Grand Ages: Rome - Reign of Augustus,False,,False,2010-01-18
The Childs Sight,1002310.0,True,game,The Childs Sight,False,,False,2019-03-28
Assassin's Creed: Revelations,472420.0,True,game,"Duke Grabowski, Mighty Swashbuckler",False,,False,2016-10-06
Larcin Lazer,1707400.0,True,game,Larcin Lazer,False,,False,2023-01-24
Sleeping Dogs: Definitive Edition,464350.0,True,game,Screeps: World,False,,False,2016-11-16
Crazy Soccer: Football Stars - Original Soundtrack - DLC,907480.0,True,music,Crazy Soccer: Football Stars - Original Soundtrack,False,,False,2018-07-26
Crazy Soccer: Football Stars - Original Soundtrack - DLC,907480.0,True,music,Crazy Soccer: Football Stars - Original Soundtrack,False,,False,2018-07-26
BURNOUT PARADISE REMASTERED,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Rezrog,548370.0,True,game,Rezrog,False,,False,2017-05-31
Blood Bowl 2 - Legendary Edition,192166.0,True,,,,,,null
Overcooked! 2 - Too Many Cooks Pack - DLC,858240.0,True,dlc,Overcooked! 2 - Too Many Cooks Pack,False,,False,2018-08-07
Galaxy on Fire 2 Full HD,212010.0,True,game,Galaxy on Fire 2™ Full HD,False,,False,2012-08-21
Maquette,762840.0,True,game,Maquette,False,,False,2021-03-02
Scholar of the Arcane Arts,1650200.0,True,game,Scholar of the Arcane Arts,False,,False,2022-12-15
Empire of Sin: Deluxe Pack - DLC,1303312.0,True,dlc,Empire of Sin - Deluxe Pack,False,,False,2020-12-01
Pankapu,418670.0,True,game,Pankapu,True,"[529470, 522750]",False,2016-09-21
Adam Wolfe,483420.0,True,game,Adam Wolfe,True,[516760],False,2016-10-07
Days of Evil,1549250.0,True,game,UNDECEMBER,False,,False,2022-10-11
City of Gangsters - Deluxe Edition,41008.0,True,,,,,,null
Magibot,690850.0,True,game,Magibot,False,,False,2017-12-18
Mr. Shifty,489140.0,True,game,Mr. Shifty,True,[615260],False,2017-04-13
My Divorce Story,1933780.0,True,game,My Divorce Story,False,,False,2022-08-29
Golf Gang,1151050.0,True,game,Golf Gang,True,[1990840],False,2022-05-19
Project CARS 3,958400.0,True,game,Project CARS 3,True,"[1354050, 1354051, 1354052, 1354053, 1354110, 1354111]",False,2020-08-27
Deepest Chamber,1552080.0,True,game,Deepest Chamber: Resurrection,False,,False,2023-10-24
Dead In Vinland - Norse Side Stories - DLC,1037050.0,True,dlc,Dead In Vinland - Norse Side Stories,False,,False,2019-05-02
JUSTICE SUCKS: Tactical Vacuum Action,856890.0,True,game,JUSTICE SUCKS: Tactical Vacuum Action,False,,False,2022-09-08
Mutant Year Zero: Road to Eden,760060.0,True,game,Mutant Year Zero: Road to Eden,True,"[887780, 1088000]",False,2018-12-04
Azur Lane: Crosswave - Deluxe Pack - DLC,1215110.0,True,dlc,Azur Lane Crosswave - Deluxe Pack,False,,False,2020-02-13
Age of Wonders III - Deluxe Edition,275560.0,True,dlc,Age of Wonders III - Deluxe Edition DLC,False,,False,2014-03-31
A Game of Dwarves,200370.0,True,game,A Game of Dwarves,True,"[222223, 222222, 222221]",False,2012-10-23
Evergate,845030.0,True,game,Evergate,True,[1445390],False,2020-09-01
Surviving Mars: Season Pass - DLC,1751750.0,True,dlc,Red Solstice 2: Survivors - Season Pass,False,,False,2021-11-04
Watch Dogs 2 - Gold Edition,1184370.0,True,game,Pathfinder: Wrath of the Righteous - Enhanced Edition,True,"[2145870, 1694801, 2564570, 1694800, 2266770, 1889980, 1889981, 2064590, 1816820, 1816821, 1849470, 1882540]",False,2021-09-02
Imperator: Rome - Magna Graecia Content Pack - DLC,1252870.0,True,dlc,Imperator: Rome - Magna Graecia Content Pack,False,,False,2020-03-31
Age of Wonders III - Golden Realms Expansion - DLC,299230.0,True,dlc,Age of Wonders III - Golden Realms Expansion,False,,False,2014-09-18
Surviving Mars: Green Planet - DLC,952890.0,True,dlc,Surviving Mars: Green Planet,False,,False,2019-05-16
Cobra Kai: The Karate Kid Saga Continues,1279920.0,True,game,Cobra Kai: The Karate Kid Saga Continues,False,,False,2021-01-05
DJMAX RESPECT V - Portable 3 PACK - DLC,1568680.0,True,dlc,DJMAX RESPECT V - Portable 3 PACK,False,,False,2021-04-18
QV,1494110.0,True,game,QV,True,[1536030],False,2021-03-18
River City Melee Mach!!,763710.0,True,game,River City Melee Mach!!,False,,False,2019-10-09
Gods VS Humans,322980.0,True,game,Gods vs Humans,False,,False,2014-10-10
MX vs ATV – All Out,520940.0,True,game,MX vs ATV All Out,True,"[829730, 829731, 829732, 829733, 829734, 829735, 829736, 829737, 842210, 842211, 842212, 842213, 842214, 842215, 856140, 856141, 856142, 856143, 856144, 856145, 856146, 856147, 856148, 856149, 856150, 876730, 876731, 876732, 876733, 876734, 876735, 881330, 907280, 939730, 984340, 1260070]",False,2018-03-27
Assassin's Creed IV Black Flag - Gold Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Iron Sky Invasion: The Second Fleet - DLC,234860.0,True,dlc,Iron Sky Invasion: The Second Fleet,False,,False,2014-01-09
Cities: Skylines - 80's Movies Tunes - DLC,2225940.0,True,dlc,Cities: Skylines - 80's Movies Tunes,False,,False,2023-03-22
Panzer Corps 2: Axis Operations - 1942 - DLC,1652450.0,True,dlc,Panzer Corps 2: Axis Operations - 1942,False,,False,2021-07-08
Two Worlds II,7520.0,True,game,Two Worlds II HD,True,"[200440, 302020, 302030, 456220, 456221, 502970, 578980, 633960, 633961, 633963, 633980, 633981, 771200, 907580]",False,2011-02-03
Silicon Dreams | cyberpunk interrogation,1272070.0,True,game,Silicon Dreams  |  cyberpunk interrogation,False,,False,2021-04-20
Werewolf: The Apocalypse - Earthblood Champion Of Gaia Pack - DLC,1330540.0,True,dlc,Werewolf: The Apocalypse - Earthblood - Champion of Gaia Pack,False,,False,2022-02-07
Imperial Glory,277450.0,True,game,Imperial Glory,False,,False,2014-04-11
Bridge Constructor: The Walking Dead,1336120.0,True,game,Bridge Constructor: The Walking Dead,False,,False,2020-11-19
Age of Wonders: Planetfall - Premium Edition,20971.0,True,,,,,,null
Warhammer: Chaosbane - Slayer Edition,16609.0,True,,,,,,null
The Valiant,959860.0,True,game,The Valiant,True,"[2392910, 2182280]",False,2022-10-19
Stacking,1424070.0,True,game,Blocks Stacking,False,,False,2020-11-01
No Longer Home,651490.0,True,game,No Longer Home,True,[1629750],False,2021-07-30
Little Big Workshop,574720.0,True,game,Little Big Workshop,True,[1426880],False,2019-10-17
River City Melee: Battle Royal Special,544630.0,True,game,River City Melee : Battle Royal Special,False,,False,2017-09-28
Age of Wonders: Shadow Magic,61520.0,True,game,Age of Wonders Shadow Magic,False,,False,2010-10-18
